Call ID,Correct Info/Solution Given,Questioning Techniques,Service Experience,Active listening/Clear Communication,System Referring,Providing Self Help Compliance Critical Accuracy,Verifications,General Respect,End Greeting,Acknowledgement/Empathy,Transcription,Cleaned Transcription
189,5,3,3,3,3,3,3,1,1,1," Hi, my internet has been very slow lately. I'm sorry to hear that. Can you please verify your identity first? May I have your name in your driving license or passport number? My name is Tom Harris and my passport number is ABC654321. Thank you. Tom, let me check our system for any issues in your area. How long will this maintenance take? It seems there is scheduled maintenance in your area. I apologize for the inconvenience. Okay, thank you for letting me know. It should be completed within the next few hours. You might experience slow speeds until then. Goodbye. You're welcome. If you have any other questions, feel free to contact us.",hi internet slow lately im sorry hear please verify identity first may name driving license passport number name tom harris passport number abc654321 thank tom let check system issues area long maintenance take seems scheduled maintenance area apologize inconvenience okay thank letting know completed within next hours might experience slow speeds goodbye youre welcome questions feel free contact us
190,5,3,3,3,3,3,0,1,1,1," Hi, I'm not getting any signal on my TV. Have you checked all the cables to make sure they are securely connected? Yes, I've checked all the cables. Is your TV set to the correct input? Yes, the TV is set to the correct input. Let's try resetting the cable box. Unplug it from the power source, wait 10 seconds, and plug it back in. Alright, I'll try that. Great. It worked. The signal is back. Bye. Thank you so much for your help. Goodbye.",hi im getting signal tv checked cables make sure securely connected yes ive checked cables tv set correct input yes tv set correct input lets try resetting cable box unplug power source wait 10 seconds plug back alright ill try great worked signal back bye thank much help goodbye
191,5,3,3,3,3,3,3,1,1,1," Hi, I have no internet connection at all. I'm sorry to hear that. Can you please verify your identity first? May I have your name and your driving license or passport number? My name is Emily Davis and my driving license number is XYZ123456. Thank you. Emily, have you tried restarting your router? Yes, I did. Is the internet light on your router blinking? No, it's off. Let's check the cables to ensure they are securely connected. I've checked them. They seem fine. Can you unplug the router from the power source? Wait 10 seconds. And plug it back in. Alright, I'll try that. Great. I'm glad to hear the internet is back. It's working now. The internet is back. You're welcome. Have a great day. Thank you for your help. Goodbye. Goodbye.",hi internet connection im sorry hear please verify identity first may name driving license passport number name emily davis driving license number xyz123456 thank emily tried restarting router yes internet light router blinking lets check cables ensure securely connected ive checked seem fine unplug router power source wait 10 seconds plug back alright ill try great im glad hear internet back working internet back youre welcome great day thank help goodbye goodbye
192,5,3,3,3,3,3,0,1,1,1, Hi. Can you give me my data usage details? Sure. Let me check that for you. Thank you. You have used 150 gigabytes out of your 200 gigabytes monthly allowance. Goodbye. You're welcome. Have a great day.,hi give data usage details sure let check thank used 150 gigabytes 200 gigabytes monthly allowance goodbye youre welcome great day
193,0,0,0,3,0,0,0,0,1,0, Hi. My TV connection is not working. Have you checked your cables? Yes. I have. Did you try resetting the cable box? Yes. I did. Then I don't know what the issue is. You should call a technician. Can you provide more details or help me troubleshoot further? No. Just call a technician. All right. Thanks. Bye. Goodbye.,hi tv connection working checked cables yes try resetting cable box yes dont know issue call technician provide details help troubleshoot call technician right thanks bye goodbye
194,5,3,3,3,3,3,3,1,1,1," Hi, my internet has been very slow lately. I'm sorry to hear that. Can you please verify your identity first? May I have your name and your driving license or passport number? My name is Tom Harris and my passport number is a BC654321. Thank you, Tom. Let me check out system for any issues in your area. How long will this maintenance take? It seems there is scheduled maintenance in your area. I apologize for the inconvenience. Okay. Thank you for letting me know. It should be completed within the next few hours. You might experience slow speeds until then. Goodbye. You're welcome. If you have any other questions, feel free to contact us.",hi internet slow lately im sorry hear please verify identity first may name driving license passport number name tom harris passport number bc654321 thank tom let check system issues area long maintenance take seems scheduled maintenance area apologize inconvenience okay thank letting know completed within next hours might experience slow speeds goodbye youre welcome questions feel free contact us
195,5,3,3,3,3,3,3,1,1,1," Hi, I need help updating the firmware on my router. Sure, I can help with that. Can you please verify your identity first? May I have your name and your driving license or passport number? My name is Sarah Johnson and my passport number is ABC987654. Thank you, Sarah. Can you tell me what type of router you have? It's a Neggear router. Great, do you have the Neggear app installed on your phone? Yes, I have the app installed. Perfect. Open the app and log in. Okay, I've opened the app. Now, go to the settings menu and look for the Update firmware option. Alright, I see the option to update the firmware. Follow the instructions to update the firmware and wait for it to complete. Thank you for your help. You're welcome. Have a nice day. Goodbye. Goodbye.",hi need help updating firmware router sure help please verify identity first may name driving license passport number name sarah johnson passport number abc987654 thank sarah tell type router neggear router great neggear app installed phone yes app installed perfect open app log okay ive opened app go settings menu look update firmware option alright see option update firmware follow instructions update firmware wait complete thank help youre welcome nice day goodbye goodbye
196,5,3,3,3,3,3,3,1,1,1," Hi. I need help changing the password on my router. Sure. I can help with that. Can you please verify your identity first? May I have your name and your driving license or passport number? My name is John Doe and my driving license number is ABC123456. Thank you. John, can you tell me what type of router you have? It's a link sis router. Great. Do you have the linksys app installed on your phone? Yes. I have the app installed. Perfect. Open the app and log in. Okay. I've opened the app. Now, go to the settings menu and look for the change password option. All right. I see the option to change the password. Enter your new password and save the changes. Thank you for your help. You're welcome. Have a nice day. Goodbye. Goodbye.",hi need help changing password router sure help please verify identity first may name driving license passport number name john doe driving license number abc123456 thank john tell type router link sis router great linksys app installed phone yes app installed perfect open app log okay ive opened app go settings menu look change password option right see option change password enter new password save changes thank help youre welcome nice day goodbye goodbye
197,5,3,3,3,3,3,3,1,1,1," Hi, I have no internet connection at all. I'm sorry to hear that. Can you please verify your identity first? May I have your name and your driving license or passport number? My name is Emily Davis and my driving license number is XYZ123456. Thank you, Emily. Have you tried restarting your router? Yes, I did. Is the internet light on your router blinking? No, it's off. Let's check the cables to ensure they're securely connected. I've checked them, they seem fine. Can you unplug the router from the power source? Wait ten seconds, and plug it back in? Alright, I'll try that. Great. I'm glad to hear the internet is back. It's working now, the internet is back. You're welcome. Have a great day. Thank you for your help. Goodbye. Goodbye.",hi internet connection im sorry hear please verify identity first may name driving license passport number name emily davis driving license number xyz123456 thank emily tried restarting router yes internet light router blinking lets check cables ensure theyre securely connected ive checked seem fine unplug router power source wait ten seconds plug back alright ill try great im glad hear internet back working internet back youre welcome great day thank help goodbye goodbye
198,5,3,3,3,3,3,3,1,1,1," Hi, I need help updating the software on my satellite TV box. Sure. I can help with that. Can you please verify your identity first? May I have your name and your driving license or passport number? My name is Oliver Smith and my passport number is JKL123987. Thank you. Oliver? Can you tell me what type of satellite TV box you have? It's a direct TV box. Great. Do you have the remote with you? Yes. Remote. Please use the remote to access the settings menu. OK. I've accessed the settings menu. Now. Look for the software update. Option and select it. I see the software update option. Follow the instructions to update the software and wait for it to complete. Thank you for your help. You're welcome. Have a nice day. Goodbye. Goodbye.",hi need help updating software satellite tv box sure help please verify identity first may name driving license passport number name oliver smith passport number jkl123987 thank oliver tell type satellite tv box direct tv box great remote yes remote please use remote access settings menu ok ive accessed settings menu look software update option select see software update option follow instructions update software wait complete thank help youre welcome nice day goodbye goodbye
199,5,3,3,3,3,3,0,1,1,1," Hi, I need help changing the DNS settings on my router. Sure, I can help with that. Can you tell me what type of router you have? It's a Belkin router. Great, do you have access to the router settings page? Yes, I can access the router settings page. Please log in and go to the settings menu. Okay, I've logged in. Now, look for the DNS settings option and click on it. I see the DNS settings option. Enter the new DNS server addresses and save the settings. Thank you for your help. You're welcome. Have a nice day. Goodbye. Goodbye.",hi need help changing dns settings router sure help tell type router belkin router great access router settings page yes access router settings page please log go settings menu okay ive logged look dns settings option click see dns settings option enter new dns server addresses save settings thank help youre welcome nice day goodbye goodbye
